ID,TARGET
1402,0.1626271
1403,0.035281084
1404,0.07748391
1405,0.027646285
1407,0.01113447
1409,0.008835028
1413,0.0011127229
1415,0.03149552
1416,0.024807831
1418,0.0030874794
1422,0.0015704541
1423,0.001397633
1425,0.0026951865
1428,0.014729147
1429,0.010935084
1430,0.01824187
1431,0.05797568
1432,0.004281897
1434,0.001058876
1435,0.0028687106
1436,0.2588189
1438,0.0032380403
1443,0.06931896
1445,0.038881313
1446,0.11554587
1453,0.010567886
1456,0.0071566906
1458,0.019599186
1459,0.0014886098
1460,0.02186858
1461,0.19538851
1462,0.1924846
1463,0.015185996
1466,0.17172767
1467,0.013179048
1469,0.083474055
1470,0.0014394219
1471,0.16185407
1473,0.006268542
1476,0.008370999
1477,0.026280358
1481,0.01824187
1482,0.029265873
1485,0.101445585
1486,0.21116513
1490,0.02647837
1491,0.16185407
1493,0.004312085
1494,0.089448
1500,0.007379945
1504,0.015729977
1506,0.0076477667
1509,0.0066032736
1512,0.029042551
1514,0.012114479
1518,0.013013494
1520,0.0025984615
1522,0.05909367
1525,0.16185407
1526,0.05288115
1529,0.19041982
1530,0.04857745
1532,0.0038688066
1533,0.019941164
1537,0.030758992
1542,0.032659657
1544,0.03450378
1545,0.21181045
1546,0.1575675
1549,0.09250584
1551,0.0028687106
1552,0.0031329887
1555,0.019254288
1556,0.0028987813
1558,0.18278433
1560,0.0058276346
1561,0.024962986
1562,0.0065133376
1563,0.0010352357
1566,0.0018758846
1568,0.020747758
1570,0.007164983
1575,0.0998404
1577,0.01675488
1579,0.004060814
1581,0.009526611
1582,0.083770484
1585,0.040622633
1586,0.0035040746
1587,0.007736856
1593,0.029134298
1597,0.10797204
1599,0.024386493
1608,0.0027149054
1609,0.01824187
1612,0.03396408
1615,0.0022995446
1616,0.022343475
1618,0.031231869
1619,0.0029315378
1624,0.008392052
1625,0.08993114
1627,0.011456974
1628,0.20182967
1635,0.003215856
1636,0.051227186
1637,0.014576954
1640,0.010033955
1642,0.006104108
1645,0.030451056
1647,0.007708358
1648,0.19259927
1650,0.0045641223
1651,0.073259346
1653,0.012222366
1654,0.0023916138
1655,0.011887781
1656,0.030631356
1657,0.101445585
1659,0.15714952
1661,0.119410515
1662,0.018177748
1663,0.10139842
1664,0.04118082
1671,0.014729147
1673,0.01824187
1674,0.012179708
1678,0.004265412
1680,0.013382834
1682,0.029445974
1687,0.0017693326
1689,0.0037596796
1690,0.01301845
1691,0.016695464
1692,0.029843329
1696,0.005823917
1701,0.049475074
1702,0.016850373
1705,0.00738027
1707,0.03994248
1711,0.01719794
1714,0.059602443
1715,0.17608702
1716,0.03627681
1717,0.0042885053
1719,0.004117863
1723,0.0030192998
1725,0.003051751
1726,0.3892777
1728,0.0010305508
1730,0.006098074
1731,0.0027489315
1736,0.01103906
1742,0.25925082
1745,0.09100105
1747,0.18277797
1749,0.020999376
1750,0.08928113
1751,0.0015893294
1752,0.03831542
1753,0.15365787
1754,0.015252911
1758,0.19709197
1759,0.01765761
1760,0.0025062833
1761,0.013013494
1763,0.03152848
1765,0.08197537
1767,0.056265138
1768,0.0026195876
1769,0.0052390452
1774,0.019955652
1775,0.072370864
1776,0.0011904825
1777,0.016200136
1779,0.030084439
1780,0.0015474875
1783,0.0038961805
1784,0.0031713168
1785,0.0045809797
1789,0.014673476
1790,0.0729425
1792,0.007944797
1793,0.060241926
1795,0.007899668
1796,0.0073808776
1798,0.034921966
1802,0.010248965
1803,0.030766161
1805,0.0053760116
1806,0.03736725
1809,0.012863912
1810,0.0009910752
1812,0.017391613
1813,0.062814355
1814,0.07912552
1815,0.010990207
1817,0.016549287
1818,0.03190779
1819,0.02111588
1820,0.013707858
1821,0.19627982
1823,0.050483067
1826,0.021542845
1827,0.024559295
1829,0.20234552
1831,0.001901253
1833,0.02502629
1834,0.0059394473
1837,0.032776043
1838,0.0017202195
1839,0.0022220302
1840,0.024978874
1841,0.0150302425
1842,0.024920855
1844,0.0147834215
1845,0.008643618
1846,0.0012995389
1847,0.0023965621
1850,0.0023924194
1851,0.03591674
1852,0.0012136659
1860,0.04347454
1862,0.048324544
1864,0.15714952
1865,0.0077288067
1866,0.025266407
1867,0.04341342
1870,0.027898261
1871,0.02811553
1872,0.011217999
1873,0.0029852847
1874,0.11020231
1876,0.030254861
1878,0.031764157
1879,0.16106568
1884,0.021656377
1885,0.002816356
1888,0.027710956
1893,0.005395921
1897,0.036712416
1901,0.010645132
1902,0.008847025
1903,0.003115062
1905,0.03686574
1907,0.0064296834
1908,0.22631459
1919,0.15939645
1921,0.18080413
1926,0.0076839677
1928,0.008389215
1930,0.15092494
1933,0.01904056
1934,0.013277848
1935,0.063142285
1939,0.1743247
1940,0.014729147
1942,0.004791439
1943,0.0069753127
1945,0.01237342
1946,0.03021377
1948,0.03793181
1949,0.015184064
1952,0.027226327
1953,0.018903086
1955,0.010101257
1959,0.026202876
1963,0.008931364
1965,0.01352602
1967,0.013013494
1968,0.017233947
1969,0.0029230355
1970,0.0713442
1973,0.008917645
1977,0.16180305
1978,0.0036601403
1979,0.001966668
1988,0.04858719
1991,0.027616644
1994,0.0009910752
1996,0.0039465125
1997,0.003894967
1998,0.007965242
2000,0.151289
2002,0.004246236
2004,0.029797828
2007,0.051320348
2008,0.011093352
2010,0.0049156696
2011,0.03152848
2012,0.124828115
2015,0.004922931
2018,0.0012982844
2019,0.003304339
2023,0.03048739
2024,0.0627851
2026,0.006888803
2028,0.0041361046
2029,0.014274088
2031,0.012493294
2033,0.031161455
2034,0.05544107
2037,0.17960843
2038,0.013013494
2039,0.0133147575
2040,0.0034452656
2042,0.008139278
2045,0.01869038
2048,0.024194729
2049,0.02657421
2050,0.023000885
2057,0.04250684
2061,0.01970329
2063,0.06367427
2067,0.01587318
2069,0.013743439
2070,0.015185996
2072,0.25950497
2073,0.074056774
2075,0.0072146636
2076,0.11107071
2081,0.01719794
2082,0.06562305
2084,0.090982474
2085,0.11101984
2086,0.023254702
2088,0.035095725
2092,0.098968014
2093,0.0072743176
2094,0.0028103162
2096,0.09124438
2102,0.020312218
2103,0.09727247
2104,0.045186985
2108,0.11934821
2109,0.03173974
2111,0.03450378
2113,0.019816376
2116,0.057214726
2117,0.031145247
2118,0.015310969
2119,0.010736606
2120,0.003016901
2121,0.011896011
2124,0.055463832
2125,0.026755067
2126,0.0047931923
2127,0.2086951
2131,0.00092492474
2133,0.060779348
2134,0.037360717
2136,0.011409585
2137,0.07884503
2139,0.035534516
2144,0.00096837815
2145,0.020171551
2146,0.08438677
2149,0.04514643
2150,0.0035045291
2151,0.03445612
2152,0.009780536
2153,0.0029573094
2157,0.052931935
2158,0.011832457
2159,0.004685657
2161,0.0032558043
2163,0.0044943737
2166,0.032743633
2169,0.0077784895
2171,0.09386235
2177,0.014208487
2179,0.08588682
2182,0.0014691729
2184,0.16128187
2185,0.032089017
2186,0.005520645
2187,0.0042007016
2188,0.023699371
2189,0.0041688783
2190,0.16185407
2194,0.0042880923
2195,0.011314079
2196,0.01975908
2198,0.13896117
2199,0.016519954
2200,0.0022059819
2201,0.0074757044
2203,0.07409792
2208,0.011420788
2209,0.021413986
2210,0.011754689
2211,0.0038236696
2213,0.012180585
2214,0.009474913
2215,0.2135853
2216,0.0022436013
2218,0.0065762848
2222,0.035770644
2224,0.0015593524
2229,0.0035566909
2230,0.00648113
2234,0.047507197
2235,0.017141752
2237,0.010153946
2239,0.0035172878
2241,0.005451676
2242,0.0043897326
2243,0.0060652783
2244,0.0017849962
2245,0.0012877237
2248,0.063376814
2251,0.0052158018
2253,0.20322178
2254,0.006903583
2257,0.0017258757
2261,0.07291758
2262,0.010079957
2266,0.008466586
2269,0.0034295046
2275,0.008694621
2278,0.0076968195
2279,0.0065600555
2283,0.008427457
2284,0.042861965
2285,0.0015086577
2286,0.0016498907
2287,0.09351902
2289,0.10273482
2290,0.105781466
2291,0.023254702
2293,0.0147988545
2300,0.029515957
2301,0.0040912605
2302,0.06395142
2303,0.035043146
2304,0.0015306905
2305,0.052676868
2306,0.031657927
2307,0.03396408
2308,0.15714952
2311,0.03152848
2313,0.045118935
2315,0.0010481097
2316,0.029267263
2318,0.2135853
2322,0.013842939
2323,0.010307322
2325,0.052938603
2327,0.01719794
2328,0.077387266
2329,0.07110357
2330,0.011387641
2332,0.0033090774
2333,0.002558571
2334,0.047793552
2337,0.023051366
2338,0.07323157
2341,0.115221396
2344,0.035741538
2345,0.005556429
2347,0.007043276
2348,0.024171738
2349,0.002813703
2350,0.004528709
2351,0.033472538
2358,0.04930649
2359,0.07921714
2361,0.015487565
2363,0.014397593
2364,0.0042427573
2366,0.13098504
2369,0.0038234012
2370,0.14665142
2373,0.04207722
2375,0.009006365
2377,0.03610809
2384,0.060241926
2385,0.0096995
2386,0.06502521
2387,0.0009930548
2388,0.043203298
2392,0.013309434
2393,0.02872273
2394,0.01824187
2395,0.015102444
2396,0.019765036
2397,0.0234694
2400,0.01824187
2401,0.011601921
2403,0.06273844
2407,0.10236255
2408,0.038794536
2410,0.008350494
2414,0.15781689
2416,0.24809156
2421,0.0031502352
2422,0.035741538
2423,0.040622633
2425,0.032089017
2430,0.009474769
2433,0.0069754985
2434,0.021566307
2437,0.025168333
2438,0.011335531
2439,0.04336374
2440,0.07869496
2442,0.012965412
2444,0.013456358
2449,0.011277941
2456,0.011364506
2458,0.045138285
2462,0.009723714
2463,0.007084514
2464,0.0031681573
2465,0.007769666
2466,0.002579261
2470,0.15714952
2476,0.00810287
2478,0.034682512
2482,0.19854403
2483,0.007770923
2484,0.15939645
2487,0.0009770618
2488,0.02613959
2493,0.009045317
2494,0.0032398414
2495,0.040953107
2499,0.022732092
2501,0.19094753
2503,0.02738482
2504,0.0079444405
2507,0.010079957
2509,0.013960462
2511,0.04004131
2512,0.064051926
2515,0.009553659
2516,0.0114428345
2517,0.0079522235
2521,0.20861198
2525,0.0013398743
2527,0.111702174
2528,0.0082415175
2529,0.009880229
2530,0.0027203308
2531,0.120210804
2533,0.002963174
2537,0.017243529
2538,0.017971821
2539,0.018949684
2541,0.008245888
2542,0.10273482
2543,0.0019199289
2544,0.0010481097
2545,0.008147628
2546,0.0012813592
2548,0.03222058
2549,0.0036577014
2555,0.0020315757
2556,0.011321384
2558,0.041969705
2561,0.18744424
2563,0.16401763
2566,0.002197185
2567,0.056323353
2572,0.0019628839
2573,0.0109668095
2574,0.014729147
2578,0.008393842
2580,0.02289959
2581,0.003537602
2582,0.004455999
2586,0.046150625
2588,0.004737563
2589,0.056299496
2591,0.008419293
2594,0.041258935
2595,0.012916515
2596,0.0758709
2597,0.0045934343
2599,0.0054351827
2600,0.014729147
2601,0.03472247
2611,0.004631307
2613,0.009918276
2614,0.004900241
2615,0.01938118
2616,0.2393236
2617,0.03686945
2618,0.0052061593
2619,0.03346147
2626,0.005293912
2630,0.19291513
2632,0.0027528808
2636,0.012896863
2639,0.03307153
2642,0.0011117461
2644,0.22739133
2647,0.0147988545
2648,0.22631459
2649,0.13519078
2651,0.014368622
2652,0.09226049
2656,0.2298064
2658,0.13431713
2664,0.0030807792
2667,0.15728252
2669,0.054501615
2670,0.0029315378
2671,0.2222379
2672,0.2192204
2673,0.0017202195
2678,0.017322736
2679,0.018224878
2682,0.0027780873
2684,0.005706651
2685,0.032776043
2687,0.0046618558
2689,0.0028752733
2700,0.007928034
2701,0.013013494
2702,0.02223782
2704,0.03587507
2707,0.0032783332
2710,0.017967355
2713,0.023254702
2715,0.054080483
2716,0.06010197
2724,0.003951997
2726,0.07068009
2727,0.010650626
2728,0.0033398818
2730,0.0032684526
2731,0.06583763
2733,0.04314945
2736,0.012013784
2737,0.011649985
2739,0.04862322
2740,0.0018009775
2741,0.014042762
2745,0.04265279
2747,0.22631459
2749,0.033901233
2751,0.0015875123
2752,0.041918237
2759,0.1842929
2760,0.0015147972
2764,0.0027995168
2766,0.019765036
2769,0.019229721
2772,0.079474576
2773,0.0030139592
2774,0.0080090575
2776,0.0053177336
2779,0.008868111
2782,0.18278433
2783,0.00793042
2788,0.0030517334
2789,0.013820903
2791,0.0156006785
2793,0.034217935
2794,0.0028987813
2796,0.014475581
2801,0.013241219
2803,0.027369048
2804,0.0020688137
2805,0.014576954
2806,0.27680475
2808,0.03933652
2809,0.030857047
2812,0.010761817
2814,0.09480855
2815,0.014888296
2816,0.06026569
2817,0.17381243
2819,0.03184118
2821,0.18278433
2822,0.016368533
2825,0.021245394
2827,0.0031475618
2829,0.019152103
2830,0.0059594386
2831,0.003463196
2833,0.0027412612
2838,0.023203235
2839,0.038370382
2843,0.0014935099
2845,0.016605726
2849,0.019585319
2850,0.005865416
2852,0.009500756
2859,0.008957871
2861,0.002422907
2862,0.015869323
2863,0.013241599
2865,0.0078136595
2866,0.18101698
2867,0.050653838
2869,0.030700238
2871,0.0027412612
2872,0.014576954
2873,0.21931231
2874,0.010195129
2876,0.019354383
2877,0.0031549328
2880,0.074000776
2881,0.007979271
2882,0.030765183
2885,0.011340507
2886,0.021290472
2888,0.0031537425
2889,0.01532801
2891,0.048536547
2892,0.0048526507
2893,0.18278433
2897,0.0668347
2898,0.02423975
2899,0.007770923
2901,0.020893637
2903,0.087264836
2904,0.0029652372
2905,0.02124121
2906,0.04959898
2908,0.014641204
2910,0.099113256
2913,0.0014312037
2914,0.003527938
2915,0.0025887869
2917,0.008168683
2918,0.021955414
2919,0.18278433
2920,0.03185766
2921,0.009130571
2922,0.09163002
2925,0.026631083
2926,0.01581143
2927,0.019765036
2928,0.05301746
2929,0.0027208119
2930,0.004239477
2936,0.0009852992
2944,0.0029315378
2949,0.0050943703
2950,0.008827928
2951,0.0066902586
2952,0.00950397
2955,0.023233948
2957,0.00779965
2959,0.006453243
2960,0.01515685
2961,0.021030052
2963,0.017939467
2966,0.0031352069
2967,0.031796414
2968,0.01673764
2969,0.010395327
2970,0.022888556
2972,0.08704463
2973,0.030018277
2974,0.0010305508
2975,0.24799144
2976,0.0033360077
2980,0.000849728
2983,0.03396408
2984,0.15939645
2986,0.003614191
2988,0.023796167
2989,0.036055658
2990,0.003500478
2991,0.024254799
2994,0.00738027
2995,0.050509326
2997,0.020050462
3000,0.01943703
3001,0.0123085175
3002,0.003158309
3003,0.04159594
3005,0.0011023596
3007,0.000948709
3008,0.021554966
3009,0.030035464
3011,0.019773219
3012,0.09197761
3015,0.014673476
3017,0.009280693
3019,0.083806284
3022,0.024047194
3025,0.022926101
3027,0.0270512
3028,0.004225281
3030,0.0063131917
3031,0.0011853154
3033,0.026172305
3035,0.033467777
3036,0.04154927
3037,0.002331178
3039,0.003417201
3041,0.099634394
3046,0.0077581536
3047,0.004065683
3048,0.002689361
3050,0.08027331
3051,0.00093260175
3053,0.0024143322
3055,0.08362837
3056,0.020930873
3058,0.021319056
3060,0.17255789
3062,0.04318153
3063,0.09857946
3064,0.10273482
3065,0.24986757
3067,0.036937594
3069,0.03152848
3070,0.06674913
3072,0.21123314
3073,0.005594738
3074,0.0029315378
3079,0.06387016
3080,0.10341897
3083,0.034458444
3084,0.014251422
3089,0.008419293
3093,0.0013724882
3094,0.08424818
3096,0.067323945
3098,0.0067150844
3100,0.0051036375
3101,0.039733548
3102,0.013976776
3104,0.06159197
3105,0.02674397
3106,0.01824187
3109,0.0028925391
3110,0.004170187
3111,0.016494364
3113,0.08934444
3115,0.059320845
3116,0.00925867
3120,0.029298479
3122,0.0055830353
3124,0.01824187
3128,0.005589262
3129,0.02118722
3130,0.05524296
3132,0.033338122
3133,0.0049635353
3135,0.022948645
3138,0.006959849
3139,0.03563832
3140,0.16447558
3143,0.004566426
3146,0.21720132
3148,0.19940169
3149,0.08048303
3150,0.036195036
3152,0.083398044
3153,0.059608523
3154,0.062200364
3155,0.013013494
3159,0.0119602755
3162,0.0014437016
3163,0.27997917
3164,0.0020731073
3166,0.029267818
3167,0.0244154
