CustomerID,PurchaseCount,TotalRevenue,FirstPurchase,LastPurchase,IsRepeat,DaysToRepurchase,FirstPurchaseAmount
12476.0,11,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,True,345,8.5
12477.0,6,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,True,278,63.75
12478.0,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,False,0,16.5
12479.0,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,False,0,15.0
12480.0,4,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,True,307,15.0
12481.0,10,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,True,342,17.700000000000003
12483.0,8,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,True,322,17.0
12484.0,6,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,True,303,23.6
12488.0,3,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,True,65,15.9
12489.0,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,False,0,15.9
12490.0,10,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,True,324,90.0
12491.0,1,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,False,0,26.85
12492.0,2,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,True,42,14.85
12493.0,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,True,31,36.0
12494.0,7,1246.1,2010-12-09 11:31:00,2011-11-24 09:34:00,True,349,21.9
12497.0,1,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,False,0,52.5
12498.0,3,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,True,36,17.700000000000003
12500.0,11,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,True,310,18.0
12501.0,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,False,0,10.2
12502.0,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,True,214,15.3
12504.0,2,482.04999999999995,2011-11-09 14:56:00,2011-11-21 16:02:00,True,12,131.39999999999998
12506.0,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,False,0,2.1
12507.0,3,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,True,164,15.0
12508.0,2,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,True,2,6.300000000000001
12509.0,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,False,0,18.0
12510.0,2,982.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,True,182,19.8
12512.0,2,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,True,0,2.95
12513.0,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,False,0,15.0
12514.0,1,1017.6800000000001,2011-03-17 16:38:00,2011-03-17 16:38:00,False,0,8.5
12515.0,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,False,0,14.85
12516.0,2,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,True,102,54.0
12517.0,5,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,True,161,11.25
12518.0,5,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,True,109,36.0
12519.0,1,340.84000000000003,2011-10-07 09:26:00,2011-10-07 09:26:00,False,0,19.8
12520.0,5,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,True,194,39.8
12521.0,1,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,False,0,15.0
12522.0,2,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,True,12,14.85
12523.0,11,1789.77,2011-01-12 09:43:00,2011-11-20 12:55:00,True,312,12.75
12524.0,8,4485.72,2011-01-10 10:35:00,2011-11-30 15:31:00,True,324,33.0
12526.0,3,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,True,93,19.8
12527.0,3,348.71000000000004,2011-01-18 12:05:00,2011-09-19 11:55:00,True,243,18.0
12528.0,6,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,True,303,17.88
12530.0,4,1662.28,2011-01-07 10:04:00,2011-10-11 12:34:00,True,277,17.700000000000003
12531.0,1,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,False,0,15.0
12532.0,1,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,False,0,12.6
12534.0,1,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,False,0,15.0
12535.0,2,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,True,94,19.8
12536.0,3,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,True,15,19.5
12538.0,1,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,False,0,5.04
12539.0,4,5568.35,2011-01-10 09:11:00,2011-11-17 13:30:00,True,311,17.700000000000003
12540.0,17,13400.24,2010-12-13 09:39:00,2011-11-20 11:31:00,True,342,127.5
12541.0,3,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,True,251,28.0
12544.0,1,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,False,0,12.48
12545.0,2,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,True,184,15.0
12546.0,2,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,True,31,10.2
12547.0,2,207.8,2011-03-04 12:46:00,2011-05-26 12:38:00,True,82,30.0
12548.0,1,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,False,0,17.4
12550.0,1,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,False,0,4.68
12551.0,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,False,0,12.5
12552.0,2,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,True,0,12.75
12553.0,10,3692.28,2011-01-14 10:42:00,2011-12-01 16:38:00,True,321,12.6
12556.0,2,603.71,2011-07-11 13:35:00,2011-10-20 13:06:00,True,100,7.95
12557.0,5,11990.960000000001,2010-12-03 12:20:00,2011-11-23 16:59:00,True,355,145.0
12558.0,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,False,0,5.04
12559.0,2,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,True,8,19.8
12560.0,3,2134.01,2011-07-19 15:55:00,2011-12-04 13:54:00,True,137,19.8
12561.0,1,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,False,0,10.2
12562.0,7,3781.7400000000002,2011-05-25 12:44:00,2011-12-01 17:20:00,True,190,17.700000000000003
12564.0,1,456.90000000000003,2011-03-23 14:55:00,2011-03-23 14:55:00,False,0,17.85
12565.0,1,145.92000000000002,2011-02-24 10:34:00,2011-02-24 10:34:00,False,0,19.8
12566.0,1,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,False,0,10.08
12567.0,10,9401.28,2010-12-05 11:57:00,2011-11-17 11:02:00,True,346,15.0
12569.0,32,4124.6900000000005,2011-04-01 13:47:00,2011-12-07 16:24:00,True,250,30.0
12571.0,2,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,True,81,10.2
12572.0,2,1020.4200000000001,2011-10-19 08:20:00,2011-12-01 09:20:00,True,43,2.5
12573.0,1,160.54000000000002,2011-04-26 15:52:00,2011-04-26 15:52:00,False,0,0.65
12574.0,1,218.45000000000002,2011-01-28 09:20:00,2011-01-28 09:20:00,False,0,19.9
12576.0,5,1315.83,2011-02-08 11:31:00,2011-11-04 10:11:00,True,268,12.5
12577.0,3,657.8,2010-12-15 16:21:00,2011-11-04 13:24:00,True,323,1.25
12578.0,2,2794.51,2011-01-13 15:34:00,2011-11-18 13:30:00,True,308,14.85
12579.0,1,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,False,0,15.0
12580.0,1,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,False,0,36.0
12581.0,1,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,False,0,18.0
12582.0,2,511.36,2011-02-24 11:42:00,2011-04-15 08:45:00,True,49,40.0
12583.0,15,7281.38,2010-12-01 08:45:00,2011-12-07 08:07:00,True,370,17.0
12584.0,9,2338.15,2011-03-04 15:15:00,2011-12-06 09:35:00,True,276,15.9
12585.0,2,2040.1,2010-12-23 12:58:00,2011-04-19 13:39:00,True,117,17.4
12586.0,1,196.94000000000003,2011-11-22 16:24:00,2011-11-22 16:24:00,False,0,2.88
12587.0,1,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,False,0,40.0
12588.0,1,214.89999999999998,2011-10-31 15:01:00,2011-10-31 15:01:00,False,0,25.5
12589.0,2,646.68,2011-07-18 12:05:00,2011-11-11 10:19:00,True,115,18.0
12590.0,2,9864.26,2011-05-12 14:46:00,2011-05-12 14:52:00,True,0,145.0
12591.0,1,452.84999999999997,2011-01-26 14:35:00,2011-01-26 14:35:00,False,0,15.9
12592.0,2,437.6,2011-05-10 13:44:00,2011-09-08 15:04:00,True,121,23.4
12593.0,3,418.1,2011-05-05 09:29:00,2011-08-23 12:43:00,True,110,10.5
12594.0,10,3338.2200000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,True,285,21.0
12596.0,2,618.27,2011-04-11 13:22:00,2011-10-19 13:02:00,True,190,5.04
12597.0,4,3811.22,2011-03-16 14:00:00,2011-11-20 13:33:00,True,248,13.2
12598.0,8,3023.08,2011-02-28 11:58:00,2011-11-30 12:18:00,True,275,10.08
12599.0,7,1032.58,2011-02-08 13:28:00,2011-11-10 13:34:00,True,275,36.0
12600.0,10,2599.04,2010-12-03 12:57:00,2011-11-11 10:29:00,True,342,18.0
12601.0,5,577.0600000000001,2011-01-11 10:38:00,2011-06-03 10:17:00,True,142,18.0
12602.0,1,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,False,0,10.4
12603.0,1,739.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,False,0,126.0
12604.0,2,254.18,2011-03-23 12:06:00,2011-09-21 14:08:00,True,182,13.2
12607.0,1,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,False,0,16.5
12609.0,3,1126.85,2011-01-25 15:13:00,2011-09-22 16:34:00,True,240,23.4
12610.0,5,2099.54,2011-08-05 13:52:00,2011-11-17 09:34:00,True,103,30.0
12611.0,1,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,False,0,17.4
12612.0,1,704.04,2011-09-26 15:35:00,2011-09-26 15:35:00,False,0,15.0
12613.0,5,3344.38,2011-03-22 15:42:00,2011-10-13 14:59:00,True,204,19.8
12614.0,1,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,False,0,17.0
12615.0,4,2291.19,2011-06-24 13:35:00,2011-12-07 15:02:00,True,166,29.5
12616.0,2,713.3,2011-02-15 14:17:00,2011-09-05 15:17:00,True,202,36.0
12617.0,1,355.53000000000003,2011-11-10 14:39:00,2011-11-10 14:39:00,False,0,1.7399999999999998
12618.0,1,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,False,0,40.0
12619.0,9,3641.24,2011-03-31 13:10:00,2011-11-23 14:52:00,True,237,32.849999999999994
12620.0,3,1339.41,2011-05-19 12:10:00,2011-11-25 10:20:00,True,189,11.4
12621.0,20,13689.67,2010-12-09 10:16:00,2011-12-08 11:25:00,True,364,7.56
12622.0,1,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,False,0,15.0
12623.0,1,305.1,2011-03-08 13:50:00,2011-03-08 13:50:00,False,0,36.0
12624.0,2,641.13,2011-06-15 12:34:00,2011-08-25 15:04:00,True,71,17.85
12625.0,2,2683.82,2011-01-24 13:27:00,2011-05-12 09:54:00,True,107,30.0
12626.0,9,6620.4800000000005,2011-01-17 11:01:00,2011-11-16 16:06:00,True,303,38.25
12627.0,7,4478.53,2011-07-22 13:59:00,2011-11-29 12:07:00,True,129,10.2
12628.0,3,786.46,2011-10-06 09:28:00,2011-12-05 13:15:00,True,60,24.9
12630.0,2,1270.88,2011-10-27 10:41:00,2011-11-30 10:48:00,True,34,18.96
12631.0,1,640.5,2011-10-13 13:53:00,2011-10-13 13:53:00,False,0,16.5
12633.0,4,2163.98,2011-02-25 08:44:00,2011-10-12 11:40:00,True,229,12.6
12635.0,2,1689.18,2011-07-08 08:43:00,2011-09-11 11:04:00,True,65,10.0
12637.0,8,6021.9,2011-01-20 10:47:00,2011-10-03 13:46:00,True,256,30.0
12638.0,1,671.69,2011-11-06 13:11:00,2011-11-06 13:11:00,False,0,160.0
12639.0,1,486.1,2011-04-15 12:48:00,2011-04-15 12:48:00,False,0,15.0
12640.0,3,1174.58,2011-09-19 12:01:00,2011-11-16 11:52:00,True,57,17.700000000000003
12641.0,1,185.9,2011-08-16 13:26:00,2011-08-16 13:26:00,False,0,13.2
12642.0,3,1013.26,2011-08-24 09:23:00,2011-11-14 15:03:00,True,82,10.2
12643.0,6,3344.64,2011-01-11 11:48:00,2011-08-03 12:56:00,True,204,36.0
12644.0,1,477.90999999999997,2011-08-02 10:33:00,2011-08-02 10:33:00,False,0,15.0
12645.0,4,1775.18,2011-01-27 13:08:00,2011-11-06 12:38:00,True,282,23.4
12646.0,2,1346.97,2011-10-21 12:52:00,2011-12-05 10:14:00,True,44,13.0
12647.0,12,3722.82,2010-12-05 14:02:00,2011-11-17 12:56:00,True,346,19.8
12648.0,1,318.05,2011-07-08 11:55:00,2011-07-08 11:55:00,False,0,18.0
12649.0,3,623.51,2011-05-11 14:37:00,2011-08-24 14:41:00,True,105,17.4
12650.0,1,314.44,2011-12-06 16:34:00,2011-12-06 16:34:00,False,0,5.04
12651.0,1,114.0,2011-01-09 12:46:00,2011-01-09 12:46:00,False,0,17.85
12652.0,1,919.98,2011-01-12 15:00:00,2011-01-12 15:00:00,False,0,15.0
12653.0,2,2209.85,2011-02-16 10:53:00,2011-07-14 10:41:00,True,147,91.8
12654.0,5,601.98,2011-02-17 13:16:00,2011-11-29 10:10:00,True,284,11.7
12656.0,5,4051.17,2011-04-20 09:20:00,2011-11-22 13:42:00,True,216,19.5
12657.0,4,1643.18,2011-09-22 11:40:00,2011-11-28 15:47:00,True,67,19.8
12658.0,1,686.05,2011-11-21 10:22:00,2011-11-21 10:22:00,False,0,13.6
12659.0,1,91.68,2011-11-10 11:53:00,2011-11-10 11:53:00,False,0,15.0
12660.0,1,245.10000000000002,2011-11-28 13:26:00,2011-11-28 13:26:00,False,0,19.8
12662.0,11,3849.78,2010-12-01 13:04:00,2011-12-09 11:59:00,True,372,18.0
12664.0,9,4881.88,2011-01-21 11:42:00,2011-12-01 17:07:00,True,314,22.5
12665.0,1,63.0,2011-01-19 08:34:00,2011-01-19 08:34:00,False,0,15.0
12667.0,1,620.13,2011-10-12 17:00:00,2011-10-12 17:00:00,False,0,6.959999999999999
12668.0,4,3807.15,2010-12-19 12:46:00,2011-11-28 10:56:00,True,343,17.85
12669.0,3,2744.0299999999997,2011-03-28 10:15:00,2011-07-12 09:54:00,True,105,10.08
12670.0,5,2996.05,2011-04-21 10:16:00,2011-11-29 15:23:00,True,222,54.0
12672.0,1,225.9,2011-01-14 09:20:00,2011-01-14 09:20:00,False,0,17.4
12673.0,2,610.52,2011-01-17 11:46:00,2011-12-04 13:55:00,True,321,10.0
12674.0,4,1970.6,2011-05-16 09:10:00,2011-11-01 12:12:00,True,169,23.4
12676.0,6,1331.39,2011-02-01 15:41:00,2011-11-15 12:25:00,True,286,10.5
12678.0,12,17628.46,2010-12-21 11:00:00,2011-10-28 13:04:00,True,311,150.0
12679.0,4,1113.02,2011-03-01 12:26:00,2011-10-12 12:30:00,True,225,29.85
12680.0,4,862.81,2011-08-18 15:44:00,2011-12-09 12:50:00,True,112,15.0
12681.0,22,13787.54,2010-12-07 10:08:00,2011-11-25 11:33:00,True,353,75.60000000000001
12682.0,31,12288.22,2010-12-03 13:59:00,2011-12-06 10:00:00,True,367,10.2
12683.0,15,8476.57,2010-12-09 10:37:00,2011-12-05 16:31:00,True,361,17.700000000000003
12684.0,7,2283.63,2011-05-10 12:55:00,2011-12-02 09:53:00,True,205,19.8
12685.0,6,2863.08,2011-09-07 10:28:00,2011-11-11 13:46:00,True,65,16.5
12686.0,1,89.14,2010-12-03 09:51:00,2010-12-03 09:51:00,False,0,18.0
12688.0,1,4873.81,2011-08-18 08:49:00,2011-08-18 08:49:00,False,0,2.88
12689.0,2,1247.6100000000001,2011-08-04 10:04:00,2011-11-14 08:31:00,True,101,17.700000000000003
12690.0,1,389.01,2011-05-18 09:09:00,2011-05-18 09:09:00,False,0,13.5
12691.0,6,1035.8,2010-12-17 14:46:00,2011-11-11 16:49:00,True,329,18.0
12693.0,4,855.91,2011-01-24 12:58:00,2011-08-04 17:51:00,True,192,15.0
12694.0,2,869.67,2011-06-09 17:48:00,2011-09-30 13:06:00,True,112,4.5600000000000005
12695.0,4,582.1,2011-05-13 13:15:00,2011-12-02 13:22:00,True,203,15.9
12697.0,3,957.59,2011-06-23 15:44:00,2011-11-11 08:47:00,True,140,23.4
12700.0,4,4939.99,2011-05-08 16:10:00,2011-12-02 10:47:00,True,207,15.3
12701.0,2,797.71,2011-04-11 13:02:00,2011-09-21 10:47:00,True,162,16.95
12702.0,1,219.0,2011-11-20 10:36:00,2011-11-20 10:36:00,False,0,19.8
12703.0,1,283.55,2011-09-29 17:52:00,2011-09-29 17:52:00,False,0,10.2
12704.0,8,2340.84,2011-06-23 10:20:00,2011-12-02 13:15:00,True,162,24.96
12705.0,9,6868.29,2010-12-17 15:58:00,2011-11-24 13:17:00,True,341,17.700000000000003
12707.0,1,603.42,2011-02-21 08:38:00,2011-02-21 08:38:00,False,0,15.0
12708.0,10,2712.91,2010-12-06 10:43:00,2011-11-10 09:52:00,True,338,15.3
12709.0,15,9736.52,2010-12-08 09:49:00,2011-11-24 15:38:00,True,351,126.0
12710.0,3,1149.02,2011-05-22 14:05:00,2011-09-04 12:00:00,True,104,10.2
12712.0,13,4396.13,2010-12-03 14:30:00,2011-11-11 08:19:00,True,342,18.0
12713.0,1,848.55,2011-12-09 12:16:00,2011-12-09 12:16:00,False,0,19.8
